wall_time,millis_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label,dog_name,size_class
1785660120.3408737,228456,0.0957,-0.0117,-1.0098,4.5776,0.9766,0.0,standing,Charlotte,small
1785660120.3408785,228506,0.0933,-0.0166,-1.0166,4.3945,1.1597,0.3662,standing,Charlotte,small
1785660120.3408837,228556,0.0918,-0.0181,-1.0142,4.2114,1.1597,-0.4883,standing,Charlotte,small
1785660120.340889,228606,0.0952,-0.0166,-1.0146,4.5166,1.0376,0.061,standing,Charlotte,small
1785660121.0576985,228827,0.0942,-0.019,-1.0142,4.2725,1.1597,0.1221,standing,Charlotte,small
1785660121.0577092,228877,0.0933,-0.0137,-1.0034,4.3335,1.2207,0.0,standing,Charlotte,small
1785660121.0577137,228927,0.0942,-0.0151,-1.0146,4.3335,0.9766,0.3052,standing,Charlotte,small
1785660121.0577176,228977,0.0952,-0.0137,-1.0044,4.3335,0.9155,0.0,standing,Charlotte,small
1785660121.0577204,229027,0.0918,-0.0146,-1.0132,4.2725,0.9766,0.1831,standing,Charlotte,small
1785660121.0577233,229077,0.0947,-0.0166,-1.0107,4.2114,1.1597,-0.1831,standing,Charlotte,small
1785660121.0577269,229127,0.0947,-0.0215,-1.0103,4.2114,1.2817,0.2441,standing,Charlotte,small
1785660121.05773,229177,0.0913,-0.0166,-1.0137,4.3335,0.8545,-0.061,standing,Charlotte,small
1785660121.057733,229227,0.0923,-0.0186,-1.0156,4.4556,1.0986,-0.061,standing,Charlotte,small
1785660121.057736,229277,0.0918,-0.0156,-1.0073,4.5166,1.1597,0.1221,standing,Charlotte,small
1785660121.6710224,229538,0.0947,-0.0122,-1.0073,4.2725,0.9766,0.0,standing,Charlotte,small
1785660121.6710367,229588,0.0952,-0.0171,-1.0103,4.3945,1.2207,0.0,standing,Charlotte,small
1785660121.671043,229638,0.0933,-0.0151,-1.0117,4.2725,1.0376,-0.061,standing,Charlotte,small
1785660121.6710484,229688,0.0947,-0.0137,-1.0142,4.3945,1.2207,0.0,standing,Charlotte,small
1785660121.6710534,229738,0.0942,-0.0171,-1.0063,4.3945,1.0986,-0.061,standing,Charlotte,small
1785660121.671058,229788,0.0894,-0.0137,-1.0068,4.3335,1.1597,-0.1831,standing,Charlotte,small
1785660121.671063,229838,0.0942,-0.0166,-1.0132,4.2114,1.0376,-0.1221,standing,Charlotte,small
1785660121.6710682,229888,0.0898,-0.0146,-1.0122,4.3335,1.1597,-0.061,standing,Charlotte,small
1785660121.6710727,229938,0.0981,-0.0195,-1.0088,4.3335,0.9766,-0.061,standing,Charlotte,small
1785660121.671078,229988,0.0933,-0.0146,-1.0088,4.2725,1.1597,-0.061,standing,Charlotte,small
1785660122.2000291,230151,0.0933,-0.0151,-1.0063,4.1504,1.2207,-0.1831,standing,Charlotte,small
1785660122.2000427,230201,0.0937,-0.0156,-1.0068,4.4556,1.1597,0.1221,standing,Charlotte,small
1785660122.2000484,230251,0.0918,-0.0137,-1.0107,4.3945,1.1597,-0.1831,standing,Charlotte,small
1785660122.2000535,230301,0.0933,-0.0166,-1.0103,4.4556,1.0376,0.1221,standing,Charlotte,small
1785660122.2000585,230351,0.0937,-0.0142,-1.0103,4.2114,1.2817,-0.061,standing,Charlotte,small
1785660122.200063,230401,0.0947,-0.02,-1.0093,4.3335,1.0986,0.0,standing,Charlotte,small
1785660122.2000678,230451,0.0918,-0.0142,-1.0073,4.5166,1.0986,0.1831,standing,Charlotte,small
1785660122.2000728,230501,0.0908,-0.0156,-1.0122,4.4556,1.2817,-0.1831,standing,Charlotte,small
1785660122.2000778,230551,0.0952,-0.0137,-1.0127,4.3335,1.0986,0.1221,standing,Charlotte,small
1785660122.2000825,230601,0.0933,-0.0161,-1.0142,4.3945,1.0376,-0.3052,standing,Charlotte,small
1785660124.0578794,231184,0.0967,-0.0156,-1.0059,4.3335,1.1597,-0.061,standing,Charlotte,small
1785660124.0578945,231234,0.0957,-0.019,-1.0073,4.2725,1.0986,-0.3052,standing,Charlotte,small
1785660124.057901,231284,0.0928,-0.0156,-1.0103,4.2725,1.0986,0.0,standing,Charlotte,small
1785660124.0579066,231334,0.0933,-0.0186,-1.0142,4.5776,1.1597,-0.1831,standing,Charlotte,small
1785660124.0579126,231384,0.0957,-0.019,-1.0073,4.0283,1.2207,0.2441,standing,Charlotte,small
1785660124.0579178,231434,0.0918,-0.0142,-1.0107,4.2725,1.2817,-0.061,standing,Charlotte,small
1785660124.0579236,231484,0.0923,-0.0176,-1.0073,4.3335,1.2207,0.061,standing,Charlotte,small
1785660124.0579288,231534,0.0928,-0.0103,-1.0171,4.2725,0.9155,0.1221,standing,Charlotte,small
1785660124.0579338,231584,0.0894,-0.0156,-1.0063,4.2725,1.0376,-0.1831,standing,Charlotte,small
1785660124.0579393,231634,0.0928,-0.0171,-1.0093,4.4556,1.0376,-0.1221,standing,Charlotte,small
1785660124.9096968,232543,0.0952,-0.02,-1.0103,4.3945,1.1597,-0.1831,standing,Charlotte,small
1785660124.9097042,232593,0.0942,-0.0142,-1.0049,4.3335,0.9766,0.1831,standing,Charlotte,small
1785660124.9097083,232643,0.0933,-0.0132,-1.0044,4.1504,1.2207,0.2441,standing,Charlotte,small
1785660124.9097116,232693,0.0933,-0.0146,-1.0103,4.3945,1.2207,0.1221,standing,Charlotte,small
1785660124.9097147,232743,0.0942,-0.0195,-1.0078,4.5166,1.0376,-0.061,standing,Charlotte,small
1785660124.909718,232793,0.0913,-0.0151,-1.0083,4.4556,1.0376,-0.061,standing,Charlotte,small
1785660124.9097211,232843,0.0977,-0.0166,-1.0044,4.2114,0.8545,-0.061,standing,Charlotte,small
1785660124.9097242,232893,0.0933,-0.0205,-1.0049,4.2114,1.2817,0.1221,standing,Charlotte,small
1785660124.9097269,232943,0.0942,-0.0176,-1.0112,4.4556,1.0986,-0.061,standing,Charlotte,small
1785660124.90973,232993,0.0962,-0.0142,-1.0117,4.4556,1.0986,-0.061,standing,Charlotte,small
1785660126.2019858,233425,0.0937,-0.0151,-1.0107,4.2725,1.0986,0.1221,standing,Charlotte,small
1785660126.2020001,233475,0.0942,-0.0156,-1.0073,4.3945,1.2207,0.0,standing,Charlotte,small
1785660126.202007,233525,0.0928,-0.0176,-1.0098,4.3335,1.2817,-0.061,standing,Charlotte,small
1785660126.202011,233575,0.0952,-0.0156,-1.0098,4.1504,0.9155,-0.2441,standing,Charlotte,small
1785660126.2020144,233625,0.0923,-0.0181,-1.0112,4.3335,1.1597,-0.1831,standing,Charlotte,small
1785660126.2020178,233675,0.0942,-0.0146,-1.0098,4.3335,1.0986,0.1831,standing,Charlotte,small
1785660126.2020214,233725,0.0913,-0.0137,-1.0073,4.4556,0.7324,-0.061,standing,Charlotte,small
1785660126.2020245,233775,0.0962,-0.0151,-1.0156,4.3945,1.2207,0.061,standing,Charlotte,small
1785660126.2020276,233825,0.0962,-0.0166,-1.0142,4.3945,1.0986,0.0,standing,Charlotte,small
1785660126.2020304,233875,0.0918,-0.0146,-1.0083,4.4556,1.0376,-0.1831,standing,Charlotte,small
1785660126.8996773,234682,0.0923,-0.0166,-1.0107,4.3945,0.9766,-0.1831,standing,Charlotte,small
1785660126.8996847,234732,0.0928,-0.0176,-1.0127,4.3335,0.9766,-0.1831,standing,Charlotte,small
1785660126.8996887,234782,0.0903,-0.0127,-1.0088,4.2725,1.0986,0.1221,standing,Charlotte,small
1785660126.8996923,234832,0.0962,-0.0166,-1.0093,4.2114,1.0376,0.061,standing,Charlotte,small
1785660126.8996954,234882,0.0913,-0.0166,-1.0088,4.1504,1.0986,0.1221,standing,Charlotte,small
1785660126.8996985,234932,0.0942,-0.0132,-1.0059,4.2114,1.0376,-0.1831,standing,Charlotte,small
1785660126.8997016,234982,0.0952,-0.0166,-1.0098,4.3945,1.0376,0.1831,standing,Charlotte,small
1785660126.8997047,235032,0.0923,-0.0181,-1.0098,4.3335,1.2817,0.061,standing,Charlotte,small
1785660126.8997076,235082,0.0928,-0.0171,-1.0093,4.4556,1.2207,-0.061,standing,Charlotte,small
1785660126.8997107,235132,0.0928,-0.0166,-1.0073,4.1504,0.9766,0.0,standing,Charlotte,small
1785660127.4109724,235377,0.0937,-0.0156,-1.0088,4.2725,1.2207,0.1221,standing,Charlotte,small
1785660127.4109826,235427,0.0928,-0.0176,-1.0107,4.4556,1.0376,0.1831,standing,Charlotte,small
1785660127.4109876,235477,0.0937,-0.019,-1.0151,4.2114,1.2207,-0.061,standing,Charlotte,small
1785660127.4109921,235527,0.0942,-0.0205,-1.0088,4.2725,1.1597,-0.2441,standing,Charlotte,small
1785660127.410996,235577,0.0947,-0.0142,-1.0112,4.3335,1.0986,0.1221,standing,Charlotte,small
1785660127.4109998,235627,0.0957,-0.0166,-1.0112,4.2725,1.2817,0.0,standing,Charlotte,small
1785660127.411004,235677,0.0923,-0.0093,-1.0059,4.2725,1.0986,-0.061,standing,Charlotte,small
1785660127.4110084,235727,0.0928,-0.0146,-1.0107,4.4556,1.0376,0.061,standing,Charlotte,small
1785660127.4110122,235777,0.0933,-0.0166,-1.0142,4.4556,1.2207,-0.4272,standing,Charlotte,small
1785660127.411016,235827,0.0913,-0.0171,-1.0171,4.4556,1.3428,0.2441,standing,Charlotte,small
1785660128.3272965,235890,0.0977,-0.0146,-1.0078,4.3945,1.0986,-0.061,standing,Charlotte,small
1785660128.327314,235940,0.0952,-0.0171,-1.0103,4.0894,1.0986,-0.1221,standing,Charlotte,small
1785660128.3273191,235990,0.0923,-0.0176,-1.0078,4.3945,1.2207,0.3662,standing,Charlotte,small
1785660128.3273234,236040,0.0937,-0.0142,-1.0132,4.3945,0.8545,-0.3052,standing,Charlotte,small
1785660128.3273275,236090,0.0962,-0.0171,-1.0112,4.4556,1.0986,0.0,standing,Charlotte,small
1785660128.3273313,236140,0.0913,-0.0142,-1.0132,4.3335,1.1597,0.0,standing,Charlotte,small
1785660128.3273354,236190,0.0937,-0.0161,-1.0098,4.3335,0.9766,0.0,standing,Charlotte,small
1785660128.327339,236240,0.0942,-0.0146,-1.0078,4.1504,1.3428,-0.061,standing,Charlotte,small
1785660128.3273427,236290,0.0918,-0.0186,-1.0103,4.3945,0.9155,-0.1831,standing,Charlotte,small
1785660128.3273468,236340,0.0923,-0.0146,-1.0132,4.2725,1.2817,-0.1221,standing,Charlotte,small
1785660129.2482176,236811,0.0977,-0.0146,-1.0044,4.6387,1.3428,-0.061,standing,Charlotte,small
1785660129.2482297,236861,0.0928,-0.0142,-1.0088,4.3335,1.1597,-0.1221,standing,Charlotte,small
1785660129.248235,236911,0.0952,-0.0186,-1.0078,4.2114,0.9766,-0.061,standing,Charlotte,small
1785660129.2482395,236961,0.0933,-0.019,-1.0098,4.4556,1.2207,0.061,standing,Charlotte,small
1785660129.2482436,237011,0.0903,-0.0146,-1.0083,4.2725,1.2817,0.0,standing,Charlotte,small
1785660129.2482476,237061,0.0923,-0.0181,-1.0132,4.5776,1.2207,-0.3052,standing,Charlotte,small
1785660129.2482533,237111,0.0942,-0.0181,-1.0098,4.3335,1.1597,0.1831,standing,Charlotte,small
1785660129.248257,237161,0.0898,-0.0122,-1.0078,3.9673,1.0986,-0.1221,standing,Charlotte,small
1785660129.2482612,237211,0.0957,-0.0122,-1.0024,4.3335,1.0986,0.061,standing,Charlotte,small
1785660129.2482648,237261,0.0967,-0.0122,-1.0073,4.2114,1.0376,-0.1221,standing,Charlotte,small
1785660129.765297,237725,0.0972,-0.0186,-1.0078,4.6387,1.0986,0.061,standing,Charlotte,small
1785660129.7653108,237775,0.0947,-0.0142,-1.0078,4.2725,1.2817,0.1221,standing,Charlotte,small
1785660129.7653172,237825,0.0942,-0.0171,-1.0068,4.2114,1.2207,0.1831,standing,Charlotte,small
1785660129.7653227,237875,0.0928,-0.0151,-1.0088,4.3335,1.0986,-0.1831,standing,Charlotte,small
1785660129.7653284,237925,0.0918,-0.0151,-1.0088,4.3335,1.1597,-0.1221,standing,Charlotte,small
1785660129.7653334,237975,0.0928,-0.0171,-1.0117,4.3945,1.2207,-0.1221,standing,Charlotte,small
1785660129.7653394,238025,0.0957,-0.0161,-1.0073,4.4556,1.2817,0.061,standing,Charlotte,small
1785660129.7653449,238075,0.0918,-0.0151,-0.9995,4.4556,1.0986,0.061,standing,Charlotte,small
1785660129.76535,238125,0.0918,-0.0142,-1.0103,4.3335,1.0376,-0.1831,standing,Charlotte,small
1785660129.7653556,238175,0.0937,-0.0181,-1.0073,4.3945,1.2207,0.0,standing,Charlotte,small
1785660130.911169,238647,0.0942,-0.0186,-1.0044,4.4556,1.2207,0.0,standing,Charlotte,small
1785660130.911176,238697,0.0952,-0.0166,-1.0049,4.5166,1.0986,0.0,standing,Charlotte,small
1785660130.9111798,238747,0.0952,-0.0142,-1.0093,4.4556,0.9766,0.0,standing,Charlotte,small
1785660130.911183,238797,0.0923,-0.0122,-1.0068,4.2725,1.2207,0.1221,standing,Charlotte,small
1785660130.9111865,238847,0.0947,-0.0156,-1.0088,4.2114,1.1597,0.0,standing,Charlotte,small
1785660130.9111896,238897,0.0913,-0.0186,-1.0142,4.4556,0.9766,0.1221,standing,Charlotte,small
1785660130.9111927,238947,0.0952,-0.0132,-1.0088,4.2725,1.0986,0.061,standing,Charlotte,small
1785660130.9111958,238997,0.0918,-0.019,-1.0156,4.2114,1.1597,0.061,standing,Charlotte,small
1785660130.9111986,239047,0.0928,-0.0132,-1.0098,4.3335,1.1597,0.0,standing,Charlotte,small
1785660130.9112015,239097,0.0947,-0.0181,-1.0005,4.3335,1.0376,0.2441,standing,Charlotte,small
1785660132.9037068,239409,0.0913,-0.0142,-1.0063,4.2725,1.1597,-0.3052,standing,Charlotte,small
1785660132.903714,239459,0.0923,-0.0146,-1.0063,4.2114,1.0986,0.1221,standing,Charlotte,small
1785660132.903718,239509,0.0898,-0.0166,-1.0093,4.3945,1.0986,-0.1831,standing,Charlotte,small
1785660132.9037216,239559,0.0942,-0.0161,-1.0093,4.2725,1.0986,0.061,standing,Charlotte,small
1785660132.9037244,239609,0.0972,-0.0142,-1.0176,4.3335,1.0986,-0.061,standing,Charlotte,small
1785660132.9037275,239659,0.0913,-0.0146,-1.0078,4.1504,1.2817,0.1221,standing,Charlotte,small
1785660132.9037309,239709,0.0923,-0.0156,-1.0098,4.2725,1.1597,0.2441,standing,Charlotte,small
1785660132.903734,239759,0.0933,-0.0156,-1.0093,4.2114,1.3428,-0.1831,standing,Charlotte,small
1785660132.9037368,239809,0.0972,-0.0137,-1.0132,4.2725,1.2207,0.1831,standing,Charlotte,small
1785660132.9037397,239859,0.0928,-0.02,-1.0093,4.0894,1.0376,0.1221,standing,Charlotte,small
1785660134.5500987,242436,0.0937,-0.0146,-1.0083,4.5166,1.2817,0.1221,standing,Charlotte,small
1785660134.550111,242486,0.0957,-0.0122,-1.0142,4.5166,1.2207,-0.061,standing,Charlotte,small
1785660134.5501163,242536,0.0937,-0.0142,-1.0112,4.5166,1.1597,0.1221,standing,Charlotte,small
1785660134.550121,242586,0.0977,-0.0161,-1.0142,4.3335,1.2817,-0.1831,standing,Charlotte,small
1785660134.550125,242636,0.0942,-0.0186,-1.0161,4.3945,1.1597,0.2441,standing,Charlotte,small
1785660134.5501287,242686,0.0952,-0.0161,-1.0146,4.5166,1.1597,-0.3052,standing,Charlotte,small
1785660134.550133,242736,0.0928,-0.0186,-1.0059,4.3335,1.2207,0.061,standing,Charlotte,small
1785660134.5501368,242786,0.0894,-0.0181,-1.0083,4.2725,1.2207,0.0,standing,Charlotte,small
1785660134.5501406,242836,0.0918,-0.0151,-1.0063,4.4556,1.1597,0.0,standing,Charlotte,small
1785660134.5501444,242886,0.0942,-0.0132,-1.0059,4.3335,1.2207,0.3662,standing,Charlotte,small
1785660135.363262,243299,0.0957,-0.0161,-1.0005,4.3945,1.0986,0.061,standing,Charlotte,small
1785660135.3632717,243349,0.0952,-0.0146,-0.9995,4.5166,1.1597,-0.1831,standing,Charlotte,small
1785660135.3632777,243399,0.0923,-0.0132,-1.0122,4.3945,1.1597,0.1221,standing,Charlotte,small
1785660135.3632827,243449,0.0918,-0.0171,-1.0049,4.3335,1.0986,-0.061,standing,Charlotte,small
1785660135.363287,243499,0.0928,-0.0156,-1.0132,4.3335,1.0986,0.2441,standing,Charlotte,small
1785660135.3632908,243549,0.0947,-0.0142,-1.0059,4.4556,1.0376,0.0,standing,Charlotte,small
1785660135.363295,243599,0.0933,-0.0137,-1.0059,4.1504,1.1597,0.1221,standing,Charlotte,small
1785660135.3632994,243649,0.0928,-0.0156,-1.0029,4.5776,0.9766,-0.3052,standing,Charlotte,small
1785660135.3633032,243699,0.0947,-0.0186,-1.0098,4.1504,1.0986,0.0,standing,Charlotte,small
1785660135.3633068,243749,0.0928,-0.0146,-1.0054,4.3335,0.9766,0.1221,standing,Charlotte,small
1785660135.8739333,243840,0.0908,-0.0161,-1.0073,4.4556,1.0986,-0.1831,standing,Charlotte,small
1785660135.8739433,243890,0.0933,-0.0146,-1.0093,4.1504,1.0986,0.061,standing,Charlotte,small
1785660135.8739474,243940,0.0947,-0.0176,-1.0103,4.2114,1.2207,0.1221,standing,Charlotte,small
1785660135.873951,243990,0.0889,-0.0181,-1.0088,4.4556,0.9155,-0.1221,standing,Charlotte,small
1785660135.8739543,244040,0.0928,-0.0186,-1.0073,4.2725,1.1597,-0.061,standing,Charlotte,small
1785660135.8739574,244090,0.0947,-0.0142,-1.0078,4.5166,1.2207,-0.1831,standing,Charlotte,small
1785660135.8739605,244140,0.0928,-0.0166,-1.0117,4.2114,1.2207,0.061,standing,Charlotte,small
1785660135.8739636,244190,0.0937,-0.0151,-1.0146,4.3335,1.2207,0.061,standing,Charlotte,small
1785660135.8739662,244240,0.0937,-0.0161,-1.0107,4.4556,1.0986,0.061,standing,Charlotte,small
1785660135.8739693,244290,0.0937,-0.0161,-1.0015,4.2725,1.2207,0.0,standing,Charlotte,small
1785660136.9301858,244352,0.0913,-0.0142,-1.0088,4.3335,1.0376,0.061,standing,Charlotte,small
1785660136.9301982,244402,0.0918,-0.0117,-1.0093,4.5166,0.9766,-0.1831,standing,Charlotte,small
1785660136.9302034,244452,0.0942,-0.0156,-1.0088,4.4556,1.0376,0.2441,standing,Charlotte,small
1785660136.930208,244502,0.0952,-0.0215,-1.0063,4.3945,1.1597,-0.2441,standing,Charlotte,small
1785660136.9302118,244552,0.0947,-0.0176,-1.0049,4.3335,1.2207,0.1221,standing,Charlotte,small
1785660136.9302156,244602,0.0913,-0.0166,-1.0137,4.1504,1.2817,0.3052,standing,Charlotte,small
1785660136.9302201,244652,0.0913,-0.0137,-1.0127,4.3945,1.0986,0.061,standing,Charlotte,small
1785660136.930224,244702,0.0933,-0.0122,-1.0107,4.2725,0.9766,0.1831,standing,Charlotte,small
1785660136.9302278,244752,0.0957,-0.0117,-1.0117,4.2725,0.9155,-0.2441,standing,Charlotte,small
1785660136.9302313,244802,0.0957,-0.0146,-1.0088,4.5166,1.0986,0.0,standing,Charlotte,small
1785660137.4525387,245414,0.0942,-0.0166,-1.0103,4.3335,1.1597,0.1831,standing,Charlotte,small
1785660137.4525504,245464,0.0942,-0.0117,-1.0112,4.2725,1.0376,-0.1221,standing,Charlotte,small
1785660137.4525554,245514,0.0981,-0.019,-1.0107,4.2114,1.4648,0.0,standing,Charlotte,small
1785660137.4525602,245564,0.0923,-0.0127,-1.0156,4.1504,1.0376,0.1221,standing,Charlotte,small
1785660137.4525642,245614,0.0962,-0.0161,-1.0083,4.3945,1.2207,-0.1221,standing,Charlotte,small
1785660137.4525683,245664,0.0923,-0.0161,-1.0098,4.3335,1.1597,0.0,standing,Charlotte,small
1785660137.4525719,245714,0.0908,-0.02,-1.0049,4.5166,1.0376,-0.1831,standing,Charlotte,small
1785660137.4525757,245764,0.0957,-0.0181,-1.0112,4.2725,1.0376,0.061,standing,Charlotte,small
1785660137.4525795,245814,0.0884,-0.019,-1.0093,4.1504,0.9766,-0.061,standing,Charlotte,small
1785660137.4525838,245864,0.0942,-0.0161,-1.0098,4.3945,1.0376,-0.2441,standing,Charlotte,small
1785660139.2877502,245935,0.0908,-0.022,-1.0068,4.3335,1.2207,0.061,standing,Charlotte,small
1785660139.2877657,245985,0.0908,-0.0146,-1.0107,4.4556,1.1597,0.1831,standing,Charlotte,small
1785660139.287771,246035,0.0908,-0.0137,-1.0063,4.1504,0.9766,-0.1831,standing,Charlotte,small
1785660139.2877755,246085,0.0977,-0.0166,-1.0093,4.3335,0.9766,-0.1831,standing,Charlotte,small
1785660139.2877796,246135,0.0942,-0.0181,-1.0088,4.4556,0.9766,0.0,standing,Charlotte,small
1785660139.2877839,246185,0.0923,-0.0171,-1.0029,4.3945,1.1597,0.1221,standing,Charlotte,small
1785660139.287788,246235,0.0947,-0.0137,-1.0122,4.2114,1.3428,0.0,standing,Charlotte,small
1785660139.287792,246285,0.0903,-0.0195,-1.0107,4.2725,1.1597,-0.061,standing,Charlotte,small
1785660139.2877955,246335,0.0913,-0.0156,-1.0132,4.4556,1.3428,-0.1221,standing,Charlotte,small
1785660139.2877994,246385,0.0942,-0.0142,-1.0088,4.3335,1.2207,0.061,standing,Charlotte,small
1785660139.8518453,247772,0.0933,-0.0132,-1.0054,4.2725,1.3428,-0.1831,standing,Charlotte,small
1785660139.8518565,247822,0.0918,-0.0181,-1.0117,4.2114,0.8545,0.0,standing,Charlotte,small
1785660139.8518634,247872,0.0952,-0.0205,-1.0059,4.2725,1.0986,0.1221,standing,Charlotte,small
1785660139.8518682,247922,0.0942,-0.0132,-1.0049,4.3945,1.2817,0.2441,standing,Charlotte,small
1785660139.851872,247972,0.0962,-0.0151,-1.0132,4.0283,1.2207,-0.2441,standing,Charlotte,small
1785660139.8518758,248022,0.0942,-0.0142,-1.0068,4.5166,1.1597,-0.2441,standing,Charlotte,small
1785660139.85188,248072,0.0913,-0.0166,-1.0039,4.4556,1.0986,-0.061,standing,Charlotte,small
1785660139.8518841,248122,0.0942,-0.0132,-1.0103,4.3335,0.9766,0.1831,standing,Charlotte,small
1785660139.8518882,248172,0.0923,-0.0146,-1.0,4.2725,0.8545,0.061,standing,Charlotte,small
1785660139.851892,248222,0.0947,-0.0142,-1.0068,4.4556,0.9766,0.0,standing,Charlotte,small
1785660142.208706,248329,0.0972,-0.0176,-1.0088,4.5166,1.0376,-0.061,standing,Charlotte,small
1785660142.2087178,248379,0.0981,-0.0137,-1.0068,4.2114,0.9766,-0.3662,standing,Charlotte,small
1785660142.2087228,248429,0.0942,-0.0181,-1.0122,4.4556,0.9766,0.0,standing,Charlotte,small
1785660142.2087278,248479,0.0908,-0.0132,-1.0059,4.1504,1.1597,-0.1221,standing,Charlotte,small
1785660142.2087321,248529,0.0928,-0.0161,-1.0034,4.4556,1.1597,0.061,standing,Charlotte,small
1785660142.208736,248579,0.0962,-0.0186,-1.0112,4.3335,1.1597,0.1831,standing,Charlotte,small
1785660142.20874,248629,0.0928,-0.0132,-1.0063,4.3945,1.0986,0.061,standing,Charlotte,small
1785660142.2087436,248679,0.0928,-0.0156,-1.0078,4.3945,1.2207,0.1831,standing,Charlotte,small
1785660142.2087471,248729,0.0928,-0.0166,-1.0083,4.3335,1.2817,0.1221,standing,Charlotte,small
1785660142.2087512,248779,0.0933,-0.0107,-1.0093,4.5166,1.0376,0.0,standing,Charlotte,small
1785660142.9058592,250689,0.0947,-0.0142,-1.0112,4.5776,1.1597,0.1831,standing,Charlotte,small
1785660142.9058664,250739,0.0937,-0.0161,-1.0088,4.3335,1.2207,-0.061,standing,Charlotte,small
1785660142.9058707,250789,0.0928,-0.0195,-1.0093,4.3945,1.1597,0.0,standing,Charlotte,small
1785660142.905874,250839,0.0933,-0.0151,-1.0137,4.3945,1.1597,0.061,standing,Charlotte,small
1785660142.9058774,250889,0.0933,-0.0171,-1.0078,4.3335,1.2207,-0.061,standing,Charlotte,small
1785660142.9058802,250939,0.0923,-0.0171,-1.0093,4.3335,0.9155,0.0,standing,Charlotte,small
1785660142.905883,250989,0.0898,-0.019,-1.0093,4.1504,1.1597,-0.061,standing,Charlotte,small
1785660142.905886,251039,0.0952,-0.0137,-1.0107,4.0283,1.3428,0.061,standing,Charlotte,small
1785660142.905889,251089,0.0923,-0.0186,-1.0059,4.3945,1.2207,-0.1831,standing,Charlotte,small
1785660142.9058921,251139,0.0947,-0.0156,-1.0088,4.2114,1.2817,-0.061,standing,Charlotte,small
1785660144.198785,251552,0.0942,-0.0171,-1.0151,4.3945,1.1597,0.0,standing,Charlotte,small
1785660144.1988032,251602,0.0952,-0.0156,-1.0122,4.4556,1.0376,0.0,standing,Charlotte,small
1785660144.1988084,251652,0.0918,-0.0205,-1.0078,4.3335,1.0986,-0.061,standing,Charlotte,small
1785660144.1988132,251702,0.0898,-0.0195,-1.0093,4.2725,1.2817,0.1221,standing,Charlotte,small
1785660144.1988173,251752,0.0933,-0.0132,-1.0078,4.4556,1.0376,0.0,standing,Charlotte,small
1785660144.1988208,251802,0.0962,-0.0205,-1.0088,4.2725,1.3428,0.061,standing,Charlotte,small
1785660144.1988251,251852,0.0928,-0.02,-1.0132,4.3945,1.4038,0.3052,standing,Charlotte,small
1785660144.1988292,251902,0.0952,-0.0181,-1.0054,4.4556,1.0376,0.061,standing,Charlotte,small
1785660144.1988328,251952,0.0952,-0.0161,-1.0103,4.3335,1.0376,-0.2441,standing,Charlotte,small
1785660144.1988366,252002,0.0933,-0.02,-1.0122,4.2725,0.9766,0.1221,standing,Charlotte,small
1785660144.9389064,252677,0.0942,-0.0156,-1.0093,4.2114,1.1597,0.061,standing,Charlotte,small
1785660144.938918,252727,0.0933,-0.0137,-1.0107,4.3335,1.1597,0.1221,standing,Charlotte,small
1785660144.9389236,252777,0.0937,-0.0181,-1.0073,4.3335,0.9766,-0.1221,standing,Charlotte,small
1785660144.9389281,252827,0.0933,-0.0146,-1.0137,4.2114,1.0376,0.0,standing,Charlotte,small
1785660144.9389322,252877,0.0903,-0.0161,-1.0059,4.3945,0.9766,-0.3662,standing,Charlotte,small
1785660144.9389362,252927,0.0908,-0.0117,-1.0029,4.3945,1.1597,-0.2441,standing,Charlotte,small
1785660144.9389405,252977,0.0967,-0.0171,-1.0078,4.3335,1.0986,-0.1221,standing,Charlotte,small
1785660144.9389443,253027,0.0933,-0.0205,-1.0103,4.6387,1.0376,-0.061,standing,Charlotte,small
1785660144.9389482,253077,0.0918,-0.0186,-1.0137,4.6387,1.0986,-0.061,standing,Charlotte,small
1785660144.9389517,253127,0.0942,-0.0137,-1.0117,4.4556,1.0376,-0.1221,standing,Charlotte,small
1785660145.9601395,253429,0.0947,-0.0186,-1.0142,4.4556,1.0986,-0.1831,standing,Charlotte,small
1785660145.960152,253479,0.0933,-0.0161,-1.0107,4.3335,1.2207,0.061,standing,Charlotte,small
1785660145.9601567,253529,0.0947,-0.0176,-1.0083,4.3945,0.9155,-0.1221,standing,Charlotte,small
1785660145.9601612,253579,0.0923,-0.0132,-1.0088,4.2725,0.9766,-0.061,standing,Charlotte,small
1785660145.9601653,253629,0.0972,-0.0166,-1.0024,4.2725,1.0376,0.1221,standing,Charlotte,small
1785660145.9601693,253679,0.0937,-0.0146,-1.0083,4.2725,1.0376,-0.061,standing,Charlotte,small
1785660145.9601736,253729,0.0947,-0.0132,-1.0039,4.2114,1.2207,0.1221,standing,Charlotte,small
1785660145.9601774,253779,0.0947,-0.0137,-1.0103,4.4556,1.0986,-0.2441,standing,Charlotte,small
1785660145.960181,253829,0.0923,-0.0181,-1.0063,4.3335,0.9766,0.1221,standing,Charlotte,small
1785660145.9601848,253879,0.0937,-0.0186,-1.0117,4.2114,0.9766,-0.1831,standing,Charlotte,small
